ULTIMA ATUALIZACAO;05/12/2020 02:00
NUMERO_CONTRATO;UNIDADE_GESTORA;CONTRATADA;CNPJ;OBJETO;DATA_ASSINATURA;DATA_PUBLICACAO;INICIO_VIGENCIA;FIM_VIGENCIA;MODALIDADE;NUMERO_LICITACAO;PROCESSO
"CN-CN/20170002";"Senado Federal";"CÂMARA MUNICIPAL DE MARANGUAPE - CE.";"06.024.566/0001-30";"Estabelecer a cooperação técnico-científica, cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesses comuns entre o SENADO FEDERAL/ILB e a Câmara Municipal de Maranguape - CE.";"15/02/2017";"20/02/2017";"20/02/2017";"19/02/2022";"Não se Aplica";"";"200.001616/2016-17"
"CT-CTA/20170119";"Senado Federal";"CEB DISTRIBUIÇÃO S/A";"07.522.669/0001-92";"Estabelecer as principais condições da prestação e utilização do serviço público de energia elétrica entre a CEB Distribuição S.A e o SENADO FEDERAL, de acordo com as condições gerais de fornecimento de energia elétrica e demais regulamentos expedidos pela Agência Nacional de Energia Elétrica - ANEEL - no fornecimento continuado de energia elétrica para as diversas Unidades Consumidoras do Senado Federal, durante o período de 60 (sessenta) meses consecutivos.";"29/12/2017";"";"29/12/2017";"28/12/2022";"Inexigibilidade";"0000192017";"200.002758/2017-82"
"CT-CT/20170028";"Senado Federal";"CITRUS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO LTDA";"12.806.448/0001-86";"Contratação de empresa especializada para o fornecimento de uma (01) Solução Completa de Tarifação Telefônica para o SENADO FEDERAL, visando atender até 04 (quatro) centrais PABX e 7.000 (sete mil) ramais, incluindo às licenças de software tarifador telefônico e de softwares auxiliares por tempo indeterminado, hardware completo associado, treinamento operacional, garantia total de funcionamento de software e hardware de 12 (doze) meses consecutivos, além da prestação de serviços de suporte técnico durante o período de 24 (vinte e quatro) meses consecutivos.";"08/05/2017";"10/05/2017";"08/05/2017";"12/07/2022";"Pregão Eletrônico";"0000282017";"200.003400/2016-96"
"CT-CT/20170003";"Senado Federal";"CLARO S.A. (CLARO S.A.)";"40.432.544/0440-04";"Contratação de empresa especializada para a cessão de direito de uso de sinais de TV por assinatura, fornecimento de equipamentos, na modalidade de comodato, prestação de serviços de instalação, distribuição, manutenção e disponibilização desses sinais nas Unidades Legislativas, Administrativas e na Residência Oficial da Presidência do SENADO FEDERAL, durante o período de 12 (doze) meses consecutivos.";"22/01/2017";"09/01/2017";"22/01/2017";"21/01/2022";"Dispensa";"0000012017";"200.013968/2015-34"
"CS-CS/20170001";"Senado Federal";"COMANDO DA AERONÁUTICA - COMAER.";"00.394.429/0057-65";"Cessão de uso de espaço físico, localizado na Sala nº 08 do 27º andar, do Edifício Anexo I do SENADO FEDERAL, com área de 29,08m², visando a continuidade da Assessoria Parlamentar do Comando da Aeronáutica - COMAER.";"31/01/2017";"03/02/2017";"31/01/2017";"";"Não se Aplica";"";"200.008476/2016-16"
"CN-CN/20170011";"Senado Federal";"COMPANHIA IMOBILIÁRIA DE BRASÍLIA - TERRACAP.";"00.359.877/0001-73";"Estabelecer na parceria entre o SENADO FEDERAL e a Companhia Imobiliária de Brasília - TERRACAP - os deveres e as responsabilidades dos partícipes na operacionalização de financiamento de terrenos adquiridos da Companhia Imobiliária de Brasília - TERRACAP, em processo licitatório, permitindo o pagamento das prestações por meio de consignação em folha de pagamento dos magistrados, servidores e pensionistas do Senado Federal, respeitadas as normas constantes dos Editais de Licitação Pública de imóveis da Companhia Imobiliária de Brasília - TERRACAP.";"01/03/2017";"05/04/2017";"01/03/2017";"28/02/2022";"Não se Aplica";"";"200.012485/2014-31"
"PI-PI/20170002";"Senado Federal";"CONFEDERAÇÃO NACIONAL DE MUNICIPIOS (CNM)";"00.703.157/0001-83";"Estabelecer a cooperação técnico-científica, cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesses comuns entre o SENADO FEDERAL/ILB e a Confederação Nacional de Municípios - CNM.";"09/02/2017";"14/02/2017";"14/02/2017";"13/02/2022";"Não se Aplica";"";"200.001992/2017-92"
"CN-AC/20170024";"Senado Federal";"CONSELHO DE SECRETÁRIOS DE EDUCAÇÃO - CONSED.";"02.705.176/0001-74";"Estabelecer parceria entre o SENADO FEDERAL e o Conselho de Secretários de Educação - CONSED - visando apoio na realização e divulgação do Programa Senado Jovem Brasileiro - Resolução nº 42, de 2010.";"20/09/2017";"21/09/2017";"20/09/2017";"19/09/2024";"Não se Aplica";"";"200.003880/2017-76"
"CT-CT/20170039";"Senado Federal";"DISTRIBUIDORA CUMMINS CENTRO OESTE LTDA (DCCO)";"01.475.599/0002-63";"Contratação de empresa especializada para o fornecimento e instalação de um (01) grupo motor-gerador de 500kVA, incluindo a prestação de serviços de manutenção on site de assistência e suporte técnico, visando atender as necessidades do SENADO FEDERAL, durante o período de 60 (sessenta) meses consecutivos.";"12/06/2017";"13/06/2017";"12/06/2017";"11/06/2022";"Pregão Eletrônico";"0000492017";"200.004012/2016-22"
"CT-CT/20170108";"Senado Federal";"DKS PROMOÇÕES E EVENTOS LTDA - EPP.";"06.698.560/0001-48";"Contratação de empresa especializada na prestação de serviços de audiodescrição, interpretação em LIBRAS - Língua Brasileira de Sinais - e legenda em tempo real para a Língua Portuguesa e vice-versa, sob demanda em eventos, outras atividades diversas e projetos institucionais do SENADO FEDERAL ou por ele promovidos ou apoiados dentro do Distrito Federal - DF - durante o período de 12 (doze) meses consecutivos. Item 3.";"04/12/2017";"06/12/2017";"04/12/2017";"03/12/2021";"Pregão Eletrônico";"0001192017";"200.015229/2017-49"
"CT-CT/20170044";"Senado Federal";"EBSCO BRASIL LTDA.";"42.356.782/0001-46";"Contratação de empresa especializada para o fornecimento de assinatura de acesso de 11 (onze) bases de dados desenvolvidas e produzidas pela EBSCOhost Online Research Databases, para o SENADO FEDERAL e a Câmara dos Deputados, incluindo: Academic Search Complete, EconLit with Full Text, Environment Complete, Fonte Acadêmica, Legal Collection, Political Science Complete, MEDLINE Complete, Science & Technology Collection, Human Resources Abstracts, Public Administration Abstract e Word Politics Review a ser disponibilizado por IP.";"28/06/2017";"";"28/06/2017";"27/06/2021";"Inexigibilidade";"0000392017";"200.014472/2016-69"
"CT-CT/20170027";"Senado Federal";"ECOLIMP SERVIÇOS GERAIS EIRELI.";"39.750.831/0001-16";"Contratação de empresa especializada para a prestação de serviços de motorista, ajudante e atendente, visando a condução de veículos e na operação de atividades de transporte necessárias ao atendimento às atividades do SENADO FEDERAL, durante o período de 12 (doze) meses consecutivos.";"02/05/2017";"19/06/2017";"02/05/2017";"01/05/2021";"Pregão Eletrônico";"0000372017";"200.012561/2016-71"
"CT-CT/20170027";"Senado Federal";"ECOLIMP SERVIÇOS GERAIS EIRELI.";"39.750.831/0001-16";"Contratação de empresa especializada para a prestação de serviços de motorista, ajudante e atendente, visando a condução de veículos e na operação de atividades de transporte necessárias ao atendimento às atividades do SENADO FEDERAL, durante o período de 12 (doze) meses consecutivos.";"02/05/2017";"19/06/2017";"02/05/2017";"01/05/2021";"Pregão Eletrônico";"0000372017";"200.012561/2016-71"
"CT-CT/20170016";"Senado Federal";"EMPRESA BRASIL DE COMUNICAÇÃO S.A - EBC.";"09.168.704/0001-42";"Contratação de empresa especializada para a prestação de serviço de publicações de anúncios de interesse do SENADO FEDERAL, em jornais de grande circulação em todo o Território Nacional, à medida que houver necessidade, durante o período de 12 (doze) meses consecutivos";"23/03/2017";"";"01/04/2017";"31/03/2021";"Dispensa";"0000042017";"200.011958/2016-45"
"CT-CT/20170107";"Senado Federal";"ENGEMIL ENGENHARIA, EMPREENDIMENTOS, MANUTENÇÃO E INSTALAÇÕES LTDA";"04.768.702/0001-70";"Contratação de empresa especializada para a prestação de serviços comuns de engenharia, incluindo o fornecimento de insumos necessários, nas reformas e obras no Complexo Arquitetônico do SENADO FEDERAL e nas áreas comuns do Congresso Nacional - CN. Reforma do banheiro da COAPAT/SPATR.";"04/12/2017";"06/12/2017";"04/12/2017";"09/09/9999";"Acionamento de ARP";"0000812017";"200.024478/2017-25"
"CT-CT/20170106";"Senado Federal";"ENGEMIL ENGENHARIA, EMPREENDIMENTOS, MANUTENÇÃO E INSTALAÇÕES LTDA";"04.768.702/0001-70";"Contratação de empresa especializada para a prestação de serviços comuns de engenharia, incluindo o fornecimento de insumos necessários, nas reformas e obras no Complexo Arquitetônico do SENADO FEDERAL e nas áreas comuns do Congresso Nacional - CN. Reforma do Consultório de Perícia Odontológica da Secretaria Integrada de Saúde - SIS.";"04/12/2017";"06/12/2017";"04/12/2017";"09/09/9999";"Acionamento de ARP";"0000812017";"200.023799/2017-11"
"CT-CT/20170114";"Senado Federal";"ENGEMIL ENGENHARIA, EMPREENDIMENTOS, MANUTENÇÃO E INSTALAÇÕES LTDA";"04.768.702/0001-70";"Contratação de empresa especializada para a prestação de serviços comuns de engenharia, incluindo o fornecimento de insumos necessários, nas reformas e obras no Complexo Arquitetônico do SENADO FEDERAL e nas áreas comuns do Congresso Nacional - CN. Reforma da Coordenação de Atenção à Saúde do Servidor/SIS.";"11/12/2017";"13/12/2017";"11/12/2017";"09/09/9999";"Acionamento de ARP";"0000812017";"200.025347/2017-65"
"CT-CT/20170113";"Senado Federal";"ENGEMIL ENGENHARIA, EMPREENDIMENTOS, MANUTENÇÃO E INSTALAÇÕES LTDA";"04.768.702/0001-70";"Contratação de empresa especializada para a prestação de serviços comuns de engenharia, incluindo o fornecimento de insumos necessários, nas reformas e obras no Complexo Arquitetônico do SENADO FEDERAL e nas áreas comuns do Congresso Nacional - CN. Reforma da Secretaria Legislativa do Congresso Nacional.";"11/12/2017";"13/12/2017";"11/12/2017";"09/09/9999";"Acionamento de ARP";"0000812017";"200.025348/2017-18"
"CT-CT/20170115";"Senado Federal";"ENGEMIL ENGENHARIA, EMPREENDIMENTOS, MANUTENÇÃO E INSTALAÇÕES LTDA";"04.768.702/0001-70";"Contratação de empresa especializada para a prestação de serviços comuns de engenharia, incluindo o fornecimento de insumos necessários, nas reformas e obras no Complexo Arquitetônico do SENADO FEDERAL e nas áreas comuns do Congresso Nacional - CN. Reforma da Secretaria Rádio Senado.";"20/12/2017";"22/12/2017";"20/12/2017";"09/09/9999";"Acionamento de ARP";"0000812017";"200.025349/2017-54"
"CT-CT/20170118";"Senado Federal";"ENGEMIL ENGENHARIA, EMPREENDIMENTOS, MANUTENÇÃO E INSTALAÇÕES LTDA";"04.768.702/0001-70";"Contratação de empresa especializada para a prestação de serviços comuns de engenharia, incluindo o fornecimento de insumos necessários, nas reformas e obras no Complexo Arquitetônico do SENADO FEDERAL e nas áreas comuns do Congresso Nacional - CN. Reforma da Sala de Repouso da Secretaria Integrada de Saúde/SIS.";"27/12/2017";"28/12/2017";"27/12/2017";"09/09/9999";"Acionamento de ARP";"0000812017";"200.025350/2017-89"
"CT-CT/20170068";"Senado Federal";"ESTERILAV - ESTERILIZAÇÃO DE MATERIAIS HOSPITALARES LTDA - EPP.";"00.814.860/0001-69";"Contratação de empresa especializada para a prestação de serviços de processamento de roupas de serviços de saúde, envolvendo o processamento de roupas e tecidos em geral, em todas as suas etapas desde sua utilização até o seu retorno em ideais condições de reuso, sob situações higiênico-sanitárias adequadas, para o Serviço Médico de Emergência do SENADO FEDERAL - SEMEDE/SF - durante o período de 12 (doze) meses consecutivos.";"11/09/2017";"12/09/2017";"11/09/2017";"10/09/2021";"Pregão Eletrônico";"0000802017";"200.016529/2016-64"
"CN-CN/20170006";"Senado Federal";"FACULDADE ANHANGUERA DE CIÊNCIAS E TECNOLOGIA DE BRASÍLIA - FACITEB.";"05.808.792/0134-70";"Proporcionar aos estudantes regularmente matriculados na Faculdade Anhanguera de Ciências e Tecnologia de Brasília - FACITEB - e com frequência efetiva nos respectivos cursos de graduação a oportunidade de realização de estágio remunerado no SENADO FEDERAL.";"06/03/2017";"08/03/2017";"06/03/2017";"05/03/2022";"Não se Aplica";"";"200.011628/2016-50"
"CN-CN/20170008";"Senado Federal";"FACULDADE ANHANGUERA DE VALPARAÍSO - FAV.";"05.808.792/0055-31";"Proporcionar aos estudantes regularmente matriculados na Faculdade Anhanguera de Valparaíso - FAV - e com frequência efetiva nos respectivos cursos de graduação a oportunidade de realização de estágio remunerado no SENADO FEDERAL.";"23/03/2017";"24/03/2017";"23/03/2017";"22/03/2022";"Não se Aplica";"";"200.017623/2015-50"
"CN-AC/20170009";"Senado Federal";"FACULDADE LATINO-AMERICANA DE CIÊNCIAS SOCIAIS - FLACSO.";"27.819.903/0001-55";"Estimular, promover o intercâmbio e o desenvolvimento de projetos, estudos e pesquisas sobre temas de interesse mútuo entre o SENADO FEDERAL e a Faculdade Latino-Americana de Ciências Sociais - FLACSO.";"27/03/2017";"29/03/2017";"27/03/2017";"26/03/2022";"Não se Aplica";"";"200.000297/2017-11"
"CT-CT/20190063";"Senado Federal";"FLÁVIA CRISTINA SILVA PIMENTA – EPP";"07.356.270/0001-89";"Contratação de empresa especializada para a prestação de serviços de manutenção preventiva trimestral programada e de manutenção corretiva estimada por demanda, com fornecimento de peças novas e originais, para os equipamentos transmissores da Rádio SENADO FM, instalados na cidade de Teresina - PI, durante o período de 12 (doze) meses consecutivos.";"06/09/2017";"09/09/2019";"06/09/2019";"05/09/2021";"Pregão Eletrônico";"0000622019";"200.005664/2019-27"
"CT-CT/20170076";"Senado Federal";"FLÁVIA CRISTINA SILVA PIMENTA – EPP";"07.356.270/0001-89";"Contratação de empresa especializada para a prestação de serviços de manutenção preventiva programada mensal e de manutenção corretiva estimada, por demanda, com fornecimento de peças novas e originais, para os equipamentos transmissores de sinal de vídeo e áudio da TV SENADO, instalados nas cidades de Rio Branco - AC e João Pessoa - PB e para os equipamentos transmissores de sinal de áudio da Rádio SENADO FM, instalados nas cidades de Rio Branco - AC, Natal - RN e Cuiabá - MT, durante o período de 12 (doze) meses consecutivos.";"16/10/2017";"18/10/2017";"16/10/2017";"15/10/2021";"Pregão Eletrônico";"0000922017";"200.015044/2016-53"
"CT-CT/20170023";"Senado Federal";"FUNDAÇÃO DE TELEDUCAÇÃO DO CEARÁ - FUNTELC";"09.470.303/0001-42";"Contratação da Fundação de Teleducação do Ceará - FUNTELC - para compartilhamento, pelo SENADO FEDERAL, da torre de Rádio e TV, sua área física adjacente e toda sua infraestrutura, localizada na Rua Osvaldo Cruz nº 1.985, Aldeota, na cidade de Fortaleza - CE, de modo a viabilizar a transmissão dos sinais da TV SENADO, em UHF, canal 43 e da Rádio SENADO FM, canal 277E e frequência de transmissão de 103,3 MHZ, sem implicar transferência direta ou indireta de propriedade.";"31/03/2017";"";"31/03/2017";"30/03/2021";"Inexigibilidade";"0000142017";"200.006494/2016-55"
